Date,Closing Price
2025-10-21,40.59989929199219
2025-10-22,40.59989929199219
2025-10-23,40.59989929199219
2025-10-24,40.59989929199219
2025-10-27,40.59989929199219
2025-10-28,40.59989929199219
2025-10-29,40.59989929199219
2025-10-30,40.59989929199219
2025-10-31,40.59989929199219
2025-11-03,40.59989929199219
2025-11-04,40.59989929199219
2025-11-05,40.59989929199219
2025-11-06,40.59989929199219
2025-11-07,65.20999908447266
2025-11-10,65.20999908447266
2025-11-11,65.20999908447266
2025-11-12,65.20999908447266
2025-11-13,65.20999908447266
2025-11-14,65.20999908447266
2025-11-17,65.20999908447266
2025-11-18,65.20999908447266
2025-11-19,65.20999908447266
2025-11-20,65.20999908447266
2025-11-21,65.20999908447266
2025-11-24,65.20999908447266
2025-11-25,65.20999908447266
2025-11-26,65.20999908447266
2025-11-28,65.20999908447266
2025-12-01,65.20999908447266
2025-12-02,65.20999908447266
2025-12-03,65.20999908447266
2025-12-04,65.20999908447266
2025-12-05,65.20999908447266
2025-12-08,65.20999908447266
2025-12-09,65.20999908447266
2025-12-10,65.20999908447266
2025-12-11,65.20999908447266
2025-12-12,65.20999908447266
2025-12-15,65.20999908447266
2025-12-16,65.20999908447266
2025-12-17,65.20999908447266
2025-12-18,65.20999908447266
2025-12-19,65.20999908447266
